shipment_id,order_id,shipment_date,carrier,shipping_method,shipment_status,estimated_delivery,actual_delivery,delivery_delay_days,is_significantly_delayed
ec11753f-a2ce-4720-9c2c-44bb86804dab,8bac4538-c101-4459-9ea5-1fda58c6745d,2/4/2022,R+L Carriers,2-day,Awaiting Pickup,7/20/2024,1/5/2025,169,1
7cc3d57c-2936-4aff-b5c8-f3a4b7a756e9,a3968eee-6184-45cb-9a9f-ce49182f82fd,1/21/2024,USPS,Standard,Cancelled,11/22/2024,6/18/2024,0,0
120c5cae-041e-47d0-9282-08b5c9e85a8e,cb008c32-cd9f-479f-9538-4f9816f566b8,9/19/2022,ArcBest,Standard,Failed Delivery,8/24/2024,8/1/2024,0,0
2d20f632-1c49-49d4-abe9-36c2ac1d08b0,96d75437-06f1-413e-8d9a-4eed1d810cdc,4/22/2024,TForce Freight,Standard,Out for Delivery,7/2/2024,6/30/2024,0,0
9a720d11-20dd-4022-b385-a4db909f493d,1a102d1f-38cc-413b-b791-18825bd824e8,11/30/2022,Schneider National,Standard,Pending,4/19/2025,6/24/2024,0,0
87b232ae-c87d-4ed7-b846-e02ec97a5a05,e63cc9fa-d6f7-4c4c-a329-fe0e0641caef,8/31/2024,XPO Logistics,Express,Awaiting Pickup,8/5/2024,11/8/2024,95,1
c9fa2480-40f8-4f0d-97dd-285f00eeb01e,e238100f-f557-4ed2-90d5-6138c85718a6,8/4/2022,FedEx,Express,Delivered,8/16/2024,2/20/2025,188,1
8a640e1a-ce04-4f02-9483-19ee592eb381,e2f295aa-6174-4922-bbaf-3a17db93717c,11/14/2022,YRC Freight,Standard,Processing,5/18/2024,4/9/2025,326,1
ee97af68-9143-47ca-aca8-5f961622ecb3,f36968c7-ec43-4ece-b704-9f70cc405bd4,12/8/2024,SEKO Logistics,Standard,Out for Delivery,9/12/2024,5/27/2024,0,0
5d380a1d-73f8-4abe-bb57-dcf6558aa0f6,ccd01340-4307-4876-bcdb-eeb41395ba76,9/28/2023,ABF Freight,Standard,In Transit,8/12/2024,10/28/2024,77,1
d6300ab8-b10d-4115-8470-42cb07afbe00,0b0fba66-9962-4531-90fb-ab1b406e6ffc,2/17/2023,R+L Carriers,2-day,Delayed,4/8/2025,2/4/2025,0,0
fe70a41c-848d-44f2-91d6-d47993b26ff9,44487e5c-4b88-4e51-93c8-3712b1e4ee82,6/3/2022,TForce Freight,Standard,Failed Delivery,1/22/2025,9/10/2024,0,0
ea10abc5-43c1-4cf8-9951-60ba6321e34c,9922776b-8477-4c61-9bcc-66846e3c9842,11/22/2023,Schneider National,Standard,Hold at Location,3/4/2025,3/12/2025,8,1
4a075baa-fade-4836-ab59-090057fc3477,db58befc-9320-4b8a-94ec-ac97774c2c4e,9/21/2022,Saia,2-day,Returned,9/28/2024,6/17/2024,0,0
710c20d1-cfd4-45ee-ad29-b058121c059e,04c33d1d-76b6-4a34-aefb-a82c6234042c,4/13/2023,Blue Dart,Standard,Pending,8/27/2024,3/23/2025,208,1
f3cea073-4a5b-49e5-96e7-4c2ed2aa87fb,8126c60a-ce1f-41f2-a775-ae070d06cf69,4/9/2023,XPO Logistics,2-day,Cancelled,1/6/2025,3/19/2025,72,1
b6c3bd31-17e3-484b-b705-785f6d59ef5b,bf408819-959b-4df7-9d15-1943c23ef3af,3/22/2022,Estes Express Lines,Standard,Shipped,9/14/2024,4/30/2024,0,0
cde617ed-bd37-4e90-a5e7-dfce5603e3d5,a78ca1ad-4706-406a-9ec4-5565b3384781,3/15/2023,OnTrac,2-day,In Transit,4/25/2024,5/24/2024,29,1
6d7072db-5cb1-4a70-9f60-8d9dbaaa5608,4dea6aad-5e5a-4134-8d07-7fea60b29beb,12/23/2023,Old Dominion Freight Line,Standard,Delivered,4/19/2025,11/7/2024,0,0
0acd89e1-5171-4027-a29e-77b9f3c30f26,59abb260-9a1b-4f31-b59d-31cba8a64740,3/9/2022,ArcBest,Standard,Hold at Location,6/20/2024,8/6/2024,47,1
c1380e95-3fd2-4d56-898a-95fa17b9d1e7,93b0a41d-ee6c-4137-9310-e6020fd544e7,6/1/2022,Amazon Logistics,Standard,Shipped,1/19/2025,12/3/2024,0,0
69eafce7-3b63-4d75-a152-35ac94cfa767,20f6542b-63bf-49a2-a502-93040d88666e,8/10/2023,SEKO Logistics,2-day,Out for Delivery,10/24/2024,12/12/2024,49,1
a9c019dd-24ba-4559-ab7d-682991a3c1e6,fdb9b10b-95ad-481d-a109-d691e890f11c,5/11/2024,Purolator,2-day,Delayed,8/17/2024,11/8/2024,83,1
0d35864d-750b-45d1-91a1-1677c40f091f,ee84ed30-b4a2-473e-9438-235ce5c08661,12/30/2023,USPS,Express,Failed Delivery,5/8/2024,1/25/2025,262,1
7c968655-4675-4c14-82e9-b54375980d65,9baed869-3ba8-4d8d-9840-46a9d87a661f,11/10/2024,DHL,Standard,Returned,9/13/2024,10/10/2024,27,1
34f07c8a-1584-4c0a-9b7e-f516759e50cf,cea14c62-6962-4a9c-89b0-a2ed7a2895f8,8/2/2023,FedEx,Standard,Pending,8/29/2024,9/7/2024,9,1
c4ae7123-a95d-4dab-977c-4b4e586c21e3,e6d7290a-f629-4b64-bc59-e0ed8918b486,10/14/2023,YRC Freight,Standard,Processing,3/15/2025,1/9/2025,0,0
d67a1d90-3a82-4b27-a070-a6c8d0fff42c,f2734c31-e2f2-4505-ab35-860eb6014e8d,10/22/2022,UPS,Standard,Awaiting Pickup,2/25/2025,5/8/2024,0,0
f93d3e8c-5491-47da-acfa-19571d97e273,54da545b-22d5-4342-9810-9c22532a61a4,2/1/2022,Lasership,Standard,Cancelled,6/15/2024,3/14/2025,272,1
5ae5e4d6-b6ee-4269-8d79-67b55ebcbfa8,f5adfe22-44ef-460f-a7e3-0aef3d5c5084,3/8/2024,Blue Dart,Express,Pending,8/28/2024,3/5/2025,189,1
2af0ecf4-d9fc-4697-a08f-1a26fb94bcef,255ef592-8c21-42da-80e4-367652348def,2/14/2025,SEKO Logistics,2-day,Failed Delivery,3/29/2025,6/2/2024,0,0
8623ddf9-9fa1-4815-aeaf-52ac08c0b693,b6db31c0-da4f-44cd-8ec4-b57e2a8153a5,7/12/2024,USPS,Standard,Processing,1/10/2025,8/9/2024,0,0
5200cecf-4329-44d8-8659-057573bef65b,a74660d5-1633-4c18-a695-8a978d675d8d,8/7/2023,ArcBest,Express,Awaiting Pickup,3/5/2025,2/14/2025,0,0
1235c02a-420d-4f14-9eee-a01c8a450404,70bd19f6-ea89-40a2-99de-81998bff50a7,4/18/2023,UPS,2-day,In Transit,8/23/2024,10/4/2024,42,1
d615d561-c232-4651-a57c-07b667384195,9e12579a-396f-4027-a211-1c6128ebbc49,4/30/2024,XPO Logistics,Express,Shipped,9/24/2024,9/8/2024,0,0
a0a7c33f-a684-4528-a7f2-72c00605ffab,646cee40-3c17-4295-9f1c-e2236b32c773,10/24/2024,Saia,Standard,Delayed,1/11/2025,8/5/2024,0,0
07632e97-43ca-4f8c-8681-fd65c2af6509,3d0a4bc1-98a9-4df8-b5a8-f26f9c4c3202,12/8/2022,Lasership,Express,Delivered,12/21/2024,2/13/2025,54,1
4b78d520-096f-42c0-9557-2791e307c4ce,86d6c7fd-91fe-46a2-87e1-50527ff9045f,4/22/2025,ABF Freight,Standard,Cancelled,6/29/2024,6/28/2024,0,0
6bfca696-40d4-40cf-97e2-10c2590db980,eeff2bae-440b-4045-b3e4-a254d1a8a43a,1/22/2024,YRC Freight,Standard,Out for Delivery,7/22/2024,7/31/2024,9,1
51073bff-9876-4e27-b6de-561e83b7d9f2,af8d1060-3cfd-4ef0-b8cc-094ab1f5c045,8/8/2022,Amazon Logistics,Standard,Returned,1/12/2025,12/23/2024,0,0
41036318-152f-4514-9660-f5b3f59c5d51,b3973e71-9620-4901-9919-61e8fc5a7a5b,7/15/2024,OnTrac,Standard,Hold at Location,11/21/2024,4/4/2025,134,1
7071a28f-7d3a-44b1-9c2d-292af709e1bd,e9fb6c06-54ff-498b-b095-d7906ee85c78,7/26/2024,Old Dominion Freight Line,Standard,Shipped,10/1/2024,6/29/2024,0,0
de8e2596-acad-4011-82d1-ea566999582e,7bf049d6-0f34-4d57-94b7-24887564c4d1,9/24/2024,Schneider National,2-day,Returned,4/7/2025,8/17/2024,0,0
3b93bf30-0cea-4555-a644-0b610e9cf28f,47bca48a-1895-4f5c-afce-71955286a19b,3/30/2022,Purolator,Standard,Delayed,1/3/2025,5/7/2024,0,0
f4eae02e-3aef-471c-a93c-58389c07ec1c,d27bc1c2-8de8-409e-88af-d6f83f9264b0,1/25/2023,FedEx,Standard,Pending,1/27/2025,4/17/2025,80,1
5b90ec50-5af1-40eb-b26b-1cbb7bc457fe,553dd731-1681-4b08-a67c-9aa867b2f0bd,12/15/2024,R+L Carriers,Express,Cancelled,10/15/2024,11/16/2024,32,1
28705c23-9469-4565-a84f-6309ea118572,1fdb6f9a-81eb-4bac-a8c6-4052a43cdf16,1/6/2025,DHL,Standard,Hold at Location,7/17/2024,12/2/2024,138,1
60e05939-1cc3-4010-af8b-a4e043b5d42e,47572433-0853-41c2-aa18-5d0032bcb4ae,1/14/2024,Estes Express Lines,Standard,Failed Delivery,9/24/2024,11/12/2024,49,1
c867796d-3da6-4a8f-a759-92ff23233761,4f5c1d57-f8fb-43f6-a010-d4405dd4049b,5/23/2024,TForce Freight,2-day,Out for Delivery,12/2/2024,2/24/2025,84,1
9c4bffbe-b211-444a-911d-8433d471ce52,30c83c46-dc59-4dfe-8c5b-56b2e4922762,10/26/2023,ArcBest,Standard,Awaiting Pickup,10/9/2024,11/5/2024,27,1
d8b09014-316f-44ab-aa63-7db7aa5514cc,eba115f3-c7af-4748-9736-b3dff162dffb,8/3/2022,XPO Logistics,Standard,Processing,1/8/2025,2/12/2025,35,1
63f7d36a-e0ba-40c5-b60e-23b68b75f410,a6bd69ed-04a8-4c9f-98d1-6677f7e8fc3e,4/14/2022,DHL,2-day,In Transit,12/30/2024,10/18/2024,0,0
d5e4b702-b798-4a69-9acf-892bda50cae1,4898d2d7-de19-4190-ae3f-d7bd7ff56299,1/20/2023,YRC Freight,Standard,Delivered,10/29/2024,5/18/2024,0,0
3011496f-e795-4b4c-85bd-ebbf2097389b,2795a77d-da8d-4562-a349-c7dad272e0db,1/15/2023,R+L Carriers,Standard,Processing,10/18/2024,4/9/2025,173,1
00ae015f-a6d4-4947-aa80-fdd27b366aaa,28e55dae-5c5b-4b86-8a11-07b6126daa3f,6/9/2022,UPS,Express,In Transit,7/25/2024,11/23/2024,121,1
460059bd-4fac-48e9-9dfd-ef43ec050d71,eb7fa2b8-0192-4af4-8348-81d16d2892a1,9/10/2022,SEKO Logistics,2-day,Delivered,6/13/2024,11/1/2024,141,1
e4c16a9f-c344-4424-8dfe-264b8a648c2a,d6cae138-7c7f-4f31-a3c7-0b4448c262db,7/28/2022,TForce Freight,2-day,Shipped,3/12/2025,5/23/2024,0,0
eda6e4c2-896b-4e4d-86d4-08719200997c,53f000e8-03d8-47e6-84f1-63d8fcc18f55,5/15/2022,USPS,Standard,Returned,9/21/2024,9/5/2024,0,0
a4632bb9-f424-4491-9b35-833afee29bbe,2685603b-5008-4a0a-904d-cd6d34009cfd,3/25/2022,Old Dominion Freight Line,2-day,Delayed,4/24/2024,10/8/2024,167,1
2b323720-eee5-4726-8439-911ee13d9ce0,07910649-f780-4a01-9725-41de16374dfd,8/6/2024,ABF Freight,Standard,Pending,4/3/2025,9/22/2024,0,0
afb42317-d109-4d99-9cec-eab1ae786943,a0d12a15-7b5b-4a16-b621-55fab81b42ac,6/29/2023,Schneider National,Express,Cancelled,8/16/2024,7/22/2024,0,0
b7e85797-7a4f-41d0-9284-a09b3eae9e0d,1a94f51c-10be-4e9e-aadc-035a042538a1,7/26/2022,Amazon Logistics,Express,Hold at Location,12/9/2024,11/2/2024,0,0
ea763488-3ac6-4859-a8e4-b41670ae590c,780e315b-aa80-4df6-8160-88659618de85,6/7/2023,Saia,Express,Failed Delivery,12/10/2024,12/12/2024,2,0
be15fbc0-8752-4fe3-afa9-ebb260ddc49f,1f464128-f17a-4f88-9253-c9bb6e6cd5b9,10/5/2022,FedEx,Standard,Delayed,3/13/2025,6/30/2024,0,0
eeeb0f69-66be-43d7-af46-24ce78311eba,f67665c7-72d5-430e-9ec8-fc187aa91d87,2/27/2023,Estes Express Lines,Standard,Out for Delivery,3/22/2025,6/20/2024,0,0
2da7e73f-6612-4cb5-807f-5033f4bd2aee,99359365-198c-4f14-bf41-aae4f022de68,4/8/2025,Lasership,Standard,Awaiting Pickup,11/16/2024,2/26/2025,102,1
12e00a34-4726-4397-a063-98c62fd09902,22e2243b-809b-4d69-8e1b-cecfa136fa70,1/29/2025,Blue Dart,Standard,Failed Delivery,1/10/2025,6/7/2024,0,0
dba3ed37-1b18-4883-9cbe-e9caa670bcbf,5869c18d-0943-4b6f-acaf-c9724bba5546,5/24/2022,OnTrac,Express,Hold at Location,3/18/2025,9/22/2024,0,0
9612b176-28b2-448f-bae8-8ee42ff31cfa,59719444-8c2f-42ce-ad81-ee0247c5bd63,5/6/2022,Purolator,Standard,Awaiting Pickup,11/4/2024,11/27/2024,23,1
3404fbac-b4cb-40e3-a530-0072fb0cce22,d1cf003c-4f73-411e-90ef-26f9934a1e26,11/1/2024,FedEx,2-day,Out for Delivery,11/21/2024,7/26/2024,0,0
85ea6af0-ffc0-4700-bde8-3882d2982dfe,47d1e911-8249-4846-86c2-79f75a2d4041,9/24/2023,Estes Express Lines,2-day,In Transit,9/16/2024,7/1/2024,0,0
d4af0d24-6a05-4afc-a0a0-b5268eaa5a0f,c94e58ee-0fb9-4eff-9d29-fab337b1d49e,12/9/2024,Purolator,Standard,Processing,12/10/2024,1/8/2025,29,1
084fecbe-6174-4c73-bb0e-422de7ade119,00070cb8-aa5b-481e-a999-4df77fd4be9d,5/5/2023,USPS,2-day,Returned,10/12/2024,8/30/2024,0,0
d98c55da-c19f-49a8-9018-9317b651bfb0,07f670d4-ffb4-4434-848f-c9faeae2aefe,1/6/2025,UPS,2-day,Delayed,1/3/2025,5/22/2024,0,0
e0be1813-7667-48d8-96d6-e9714d0a48c0,dcc8a3b2-9b89-45ee-8925-caacb1274d24,4/6/2023,DHL,2-day,Pending,4/9/2025,8/21/2024,0,0
e6a9f8cf-b031-426e-8cce-43ab38b9e65a,e632e02d-4902-4ba3-9415-91cae6fecc8b,11/9/2022,ArcBest,2-day,Delivered,2/17/2025,2/26/2025,9,1
dfe7c95b-60aa-4d42-a06d-b336bee227ce,7526a607-d39f-43f8-ab27-2955814634a7,10/29/2022,TForce Freight,2-day,Cancelled,1/18/2025,1/23/2025,5,0
3e08c521-04e7-4cf7-b145-667587fed1d3,41c96fdf-e24d-4a27-9e9f-6d97436334d4,3/10/2024,YRC Freight,Express,Shipped,4/5/2025,2/17/2025,0,0
034b89df-22c9-4442-95d5-36cf36f645ce,2d630609-a9a5-4752-bd75-4335791aa25a,5/7/2023,Saia,Standard,Hold at Location,10/16/2024,1/21/2025,97,1
ffb3b996-e45c-4fdd-b0c4-23cd70012ac3,63036747-0d6c-4dea-a2fe-e0d9ab5ad78c,11/1/2022,Amazon Logistics,2-day,Pending,1/8/2025,10/18/2024,0,0
8eda1faa-5c10-4991-b772-6bf67289ed38,a60c36eb-73eb-4474-95c6-5aea0e15f860,8/1/2023,Lasership,Standard,Failed Delivery,8/23/2024,2/21/2025,182,1
8c5768d7-9e98-4eaa-9774-7eba4737c371,9b785b81-d5ef-4dff-b900-1293b9863184,2/17/2025,Schneider National,Express,Processing,12/4/2024,7/26/2024,0,0
b361b004-b920-41be-8c5d-3bd77571ec97,9600119c-5b41-40fa-9efc-e8530d82d1b8,10/26/2024,R+L Carriers,Standard,Awaiting Pickup,10/17/2024,6/8/2024,0,0
f80c939d-9f71-435a-a222-c534a9891fe7,85559063-2d0e-402e-8d58-227de931a2d1,8/1/2024,SEKO Logistics,Standard,In Transit,1/8/2025,10/24/2024,0,0
13c1d41d-d0e4-40ec-bd4d-a9e9a5bc4203,46d79070-0a46-48c0-81a0-ccf304c72c2b,2/11/2024,XPO Logistics,Standard,Shipped,4/17/2025,11/21/2024,0,0
9d5493e7-c35a-4b94-be44-ab79e6e83919,9e82167e-4b56-4755-84aa-2a049fafd408,8/5/2023,OnTrac,2-day,Delayed,8/12/2024,7/1/2024,0,0
b53404e6-8043-48dd-a956-ac6e87878eb4,4a9714af-e82a-40c3-bbd5-bc62c606774c,5/16/2022,Old Dominion Freight Line,2-day,Delivered,3/18/2025,12/7/2024,0,0
04e79933-88f2-4177-87c8-8df4766b3ef3,81e961c5-8d5a-41f8-b88a-a0fafa677c92,2/14/2024,FedEx,Standard,Cancelled,4/7/2025,7/27/2024,0,0
90275f27-c091-478f-8c01-df6ef10689be,01f11f38-f16e-4be4-a3e5-3a5d8759f407,10/7/2023,ABF Freight,Express,Out for Delivery,9/5/2024,5/6/2024,0,0
5046f0ec-8c10-49b7-8698-c64010ae5a30,8a712351-c0ca-41a1-b650-8f24d16c193b,7/10/2024,Blue Dart,Standard,Returned,6/11/2024,2/9/2025,243,1
ba9f40cb-c556-402d-9462-0efbab33769d,ef331ffe-bd16-4c8d-b813-609d770605d0,2/26/2024,DHL,Standard,Delayed,1/26/2025,1/11/2025,0,0
5109a525-0c10-4e76-9a34-0bc6627f9060,df814067-752a-4f33-8f6d-c04559c790ab,10/4/2024,ABF Freight,Express,Failed Delivery,10/10/2024,3/31/2025,172,1
af401f9f-a97a-4c1a-95fe-91f026673017,0b677856-2102-4ee8-be0d-2729c763f1e7,1/31/2025,Blue Dart,2-day,Returned,4/6/2025,12/2/2024,0,0
b09f8b77-d559-4c37-ade5-2799e16b79f3,9d1568f0-689a-4f39-82c6-10d214784c40,2/29/2024,YRC Freight,2-day,Pending,7/19/2024,1/9/2025,174,1
8e59f595-dd7a-4352-9c7f-4d9eb7c8a3d2,1a8f7fec-ed06-4994-9a83-404665510402,4/6/2022,ArcBest,2-day,Processing,2/1/2025,5/31/2024,0,0
40beb420-9f09-4e1f-993c-456fde9c344d,c8793b57-bc2f-4362-a2e6-a198d27c0d1b,6/27/2024,Purolator,Standard,Awaiting Pickup,11/21/2024,11/16/2024,0,0
dac894dc-c024-40bf-bf10-aa86bbd7aeb4,524db4c3-15a3-43e1-a365-6f690cd19eff,12/2/2024,XPO Logistics,Standard,Cancelled,1/31/2025,7/18/2024,0,0
64bcae27-bca6-457f-8fe7-48198f77f395,a5ef8cb9-8e21-42a4-84ec-091f297f9c39,2/13/2023,Saia,Express,In Transit,9/30/2024,9/21/2024,0,0
dcfaa13a-1070-471b-a0f0-c103a1c29adc,24ad4c8b-1617-480a-aec9-b1e1a6a9dea7,8/25/2022,USPS,Standard,Delivered,4/30/2024,7/10/2024,71,1
644f17fc-a408-41da-b876-ac06aaea0ba3,b5b9bac3-0720-4934-b7a9-0fea75230d7b,8/27/2023,Schneider National,2-day,Hold at Location,3/10/2025,1/9/2025,0,0
975407c8-7e2d-4348-bd3d-6d1f5b78570a,10fd2979-29b7-442e-9656-7bbece2122f6,5/13/2022,UPS,Standard,Shipped,9/25/2024,7/7/2024,0,0
34a5b599-13d6-44d6-874f-43bc5e6f0294,c3da9577-d10a-48bd-b262-c4a467dda7b1,3/30/2022,TForce Freight,Standard,Out for Delivery,1/6/2025,9/10/2024,0,0
7ad6e2f1-6382-4723-8233-9812460ee4a6,c5874912-bf3b-4993-ac28-e7771a40a0a5,8/16/2024,SEKO Logistics,Express,Shipped,7/9/2024,5/29/2024,0,0
c6be5423-7bb2-474e-9538-71362429d906,e3fb2b4c-6594-4d71-bba6-765e1d39b970,12/13/2024,FedEx,Express,Awaiting Pickup,8/22/2024,9/6/2024,15,1
4b02b491-5170-42e7-9a55-68d0d342fc7b,deceea8c-6ef0-4d8a-89c8-5be88c87393d,6/3/2024,Amazon Logistics,Express,Delivered,1/30/2025,1/4/2025,0,0
de46249e-29dd-4e57-8550-14f43da579d7,0ec5cac9-2e2c-41a3-91fa-dedd0c30e1eb,7/27/2024,Old Dominion Freight Line,2-day,Processing,1/14/2025,2/25/2025,42,1
b5d0fdd0-182d-43ee-97b9-c18ac74d62ce,caa108ee-08ca-49bf-91e0-2e94a8f862ed,3/24/2024,Estes Express Lines,2-day,Out for Delivery,4/14/2025,9/9/2024,0,0
739e470e-55df-4512-93a7-a4b75f3bb27e,b70d1915-3831-4ff4-8abc-69191b9df2fd,5/10/2024,Lasership,Standard,In Transit,3/27/2025,11/2/2024,0,0
4f4cc844-782a-4634-b680-d5c37e238977,52f9c0d6-4520-4fdb-8f4f-3042e5f80f00,3/7/2022,R+L Carriers,Standard,Delayed,11/8/2024,2/2/2025,86,1
725fe6e2-63be-4437-8b71-91299066468d,943b7af6-5c96-4083-9ee7-d0e638b42c3a,5/12/2024,OnTrac,2-day,Failed Delivery,12/16/2024,7/19/2024,0,0
3fe932db-dede-461a-8e17-d036d7a81840,81acc859-0145-4b26-b4c3-eaaf94cc8112,7/9/2023,USPS,2-day,Hold at Location,7/20/2024,10/7/2024,79,1
33c7d4ea-2718-4dd8-a3d6-e18fedd0942a,296c77ed-34d3-4c67-9579-6a41c73e2c8a,3/20/2023,Schneider National,Standard,Returned,12/29/2024,1/22/2025,24,1
40cf0c7a-89d3-46cb-bc88-12ea26bdbe9f,581a7962-5d77-4f80-a58c-bfb6b63cac2f,8/23/2024,Purolator,2-day,Pending,9/21/2024,3/25/2025,185,1
f04d489f-5c3d-46a9-8778-090ec89479a5,ad3efd70-96d3-4161-ad60-829f854f73de,8/10/2022,DHL,2-day,Cancelled,6/29/2024,9/6/2024,69,1
7545da0d-97d3-418c-b48f-5f6a82e25c97,267ef371-cbbb-4f95-861f-6821faba8eba,5/17/2022,Estes Express Lines,Standard,Pending,5/10/2024,10/2/2024,145,1
2d05d756-f45a-4949-be8f-857f27cb7ec8,e37b7ec3-90d1-4926-9b91-d8cdbdacc59e,2/19/2025,SEKO Logistics,Express,Hold at Location,6/14/2024,12/22/2024,191,1
589a538b-8f4a-4ce9-99df-d87a917ed7df,70d6f5ea-99be-478d-85be-762e22d22203,1/4/2023,OnTrac,Express,Out for Delivery,5/24/2024,9/16/2024,115,1
80a1e7e2-0725-4b14-a139-206ed293b044,5fa6195e-e634-431a-b20a-a43ac4758b95,11/29/2024,Lasership,Standard,Awaiting Pickup,1/29/2025,1/20/2025,0,0
1331d4f4-d866-4431-8a40-dfa48365a5db,4bd73e31-173f-4e8e-ab1b-78383763f1ca,2/9/2022,TForce Freight,Standard,Delayed,1/17/2025,5/23/2024,0,0
ebde622f-0fb8-41c7-a0a0-5846ce7120fb,3510f8bc-b3b5-430b-b988-f14e9661f847,8/3/2023,ABF Freight,Standard,Delivered,9/27/2024,2/27/2025,153,1
fa472a63-d7f3-45db-a471-4ae31afee7d1,ee733fcc-742e-49fc-9b4b-adf8d7538aa8,11/9/2022,Blue Dart,Standard,Processing,6/12/2024,9/11/2024,91,1
330c13b2-cd8d-4157-8665-8d9f5d271ed4,6b9413f7-ce88-4829-8446-b2262d85c3c8,3/15/2023,ArcBest,2-day,Failed Delivery,5/10/2024,5/16/2024,6,0
6146f29d-c048-4d8a-958b-b042545071db,0a491df8-91aa-48b2-af4f-ace4de882b30,2/2/2024,UPS,Standard,Returned,9/9/2024,10/29/2024,50,1
ba1ebebe-3e71-4c20-b343-058f43420c8c,9b16c20f-39a0-4c8e-800d-fd0817e1de0a,11/4/2022,Saia,2-day,In Transit,5/23/2024,1/25/2025,247,1
bab27bc7-e820-4d45-aee5-f7dde01c097f,b10bf01d-09c4-4dca-98be-dc53d8059ec6,4/14/2023,FedEx,Express,Shipped,3/24/2025,4/24/2024,0,0
1dd1d67d-2abe-4b4c-8e63-c5b55efe0632,23f58e13-c84e-4689-82c9-ba0111b4a752,11/15/2024,YRC Freight,Standard,Cancelled,9/20/2024,9/7/2024,0,0
c9390e25-3e8e-4ed7-a525-31099f954d00,a2c00d2f-d379-4ece-846b-6f9161962221,5/17/2023,XPO Logistics,Express,Pending,5/24/2024,6/6/2024,13,1
330babff-16f2-46e2-afc4-792b5dc4b10d,acf5e3ed-15b9-47a6-b1f1-b88a403fc99d,3/15/2025,Amazon Logistics,Standard,Processing,2/17/2025,6/7/2024,0,0
71e6551c-3a28-40b8-a97a-063c18c453cd,67317493-007e-4745-83fb-6e6d4f460021,7/31/2023,Old Dominion Freight Line,2-day,Returned,4/16/2025,9/29/2024,0,0
60a47b70-abb5-4522-a2a1-c04820cb5232,96a944ad-85eb-4812-8219-a7ee00b4e743,9/13/2023,R+L Carriers,2-day,Delayed,2/14/2025,7/10/2024,0,0
10c634af-95ca-4a9d-a76b-2a8ff1c5a182,499cec13-51eb-41d9-9b95-fe0803c6bcd2,7/2/2023,ArcBest,Express,In Transit,3/23/2025,5/12/2024,0,0
e9184388-f902-446e-b88a-587be0ea20c2,6a4b6f57-d7b4-4d43-955e-badf5d48551b,5/30/2024,Amazon Logistics,Express,Hold at Location,5/27/2024,1/29/2025,247,1
3b3ae283-7f79-4ebb-841e-c62e2bb0119e,63a4c901-8725-4536-a0cb-405ed242548e,11/30/2024,SEKO Logistics,Standard,Failed Delivery,12/26/2024,6/24/2024,0,0
37361fad-aab8-4993-98f5-7b5b4045d92f,cd6e2da9-8b5b-45e9-9b26-e3b1ef35d4e9,9/13/2023,Purolator,Standard,Shipped,3/7/2025,2/19/2025,0,0
b0e0def8-9e4d-45ad-a6a7-d17c4afa0f2e,5dd396a9-09c8-4580-92b0-56511dadae81,12/31/2024,USPS,2-day,Awaiting Pickup,7/22/2024,3/22/2025,243,1
35002025-bd7a-4cd7-bd6e-3c0c01ab3450,01e976c0-e437-4af6-a259-ad4cf3a181e8,4/28/2023,DHL,Standard,Cancelled,2/12/2025,6/16/2024,0,0
59589c4b-c049-4e75-8eb6-9bbb3af143e3,f1d86bda-1a44-4810-a804-469b0d981cc7,4/24/2022,FedEx,Standard,Delivered,4/22/2025,6/1/2024,0,0
1dd275b8-e6bf-421a-907c-b66ebe9bf56e,fcca7c8a-ca03-458c-8d1a-656b739c1353,5/21/2024,YRC Freight,Express,Out for Delivery,4/9/2025,4/13/2025,4,0
84f64c39-7d97-4213-b4e0-8f358d7024aa,67225fe7-12d7-4dae-b0a6-e905535f8bbe,6/30/2022,Lasership,2-day,Awaiting Pickup,3/13/2025,9/6/2024,0,0
d3024e75-e3da-4a86-be40-a1d08f577439,ab9f3e89-c466-45b2-8c17-34f0b2d2cc5d,4/2/2024,ABF Freight,Standard,Delayed,1/29/2025,10/12/2024,0,0
62a918d2-2cf3-4666-b07a-bca4efaf3f7c,a7e7e6f7-ac75-4ada-8240-1e92b425fa21,10/21/2022,R+L Carriers,Standard,In Transit,7/17/2024,11/30/2024,136,1
9b1e8971-3fa6-4ba1-b6a4-266d2891ba1e,6b221dd2-3b94-4bad-a700-836226edc6dd,4/28/2023,TForce Freight,Standard,Failed Delivery,2/12/2025,4/22/2025,69,1
7529b590-63eb-43e1-b1fa-32689630f78c,85b0a4bf-27f7-4a87-87e3-4ba28d1686e6,8/25/2022,Schneider National,Standard,Delivered,12/1/2024,6/28/2024,0,0
9e72d364-edb3-449c-b468-e44ac58c0c7e,ea5abade-ee56-4bab-b360-c3d9c0d50a9a,11/6/2024,Saia,Standard,Pending,6/13/2024,6/23/2024,10,1
ab2d4852-6e55-43c5-b55b-d5bdc45256c1,fb89c190-9425-41ac-9c9c-7cdbd519119c,7/24/2023,Blue Dart,Standard,Shipped,7/20/2024,4/26/2024,0,0
01e9add5-058e-49b3-bcf0-8d6df49f5f96,e0e51119-7cec-407d-ae48-6ae5b3747508,4/4/2024,XPO Logistics,2-day,Cancelled,1/29/2025,10/10/2024,0,0
